C:\Users\furso\Desktop\pp-lab2\dataset_3\0629.jpg,dataset_3\0629.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\5793.jpg,dataset_3\5793.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\6561.jpg,dataset_3\6561.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\4552.jpg,dataset_3\4552.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0114.jpg,dataset_3\0114.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\5545.jpg,dataset_3\5545.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0406.jpg,dataset_3\0406.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\3043.jpg,dataset_3\3043.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\2396.jpg,dataset_3\2396.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\7556.jpg,dataset_3\7556.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\4879.jpg,dataset_3\4879.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\2798.jpg,dataset_3\2798.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\5684.jpg,dataset_3\5684.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\3341.jpg,dataset_3\3341.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\5981.jpg,dataset_3\5981.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\2708.jpg,dataset_3\2708.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8452.jpg,dataset_3\8452.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\5770.jpg,dataset_3\5770.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\6004.jpg,dataset_3\6004.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\6550.jpg,dataset_3\6550.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\3584.jpg,dataset_3\3584.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\7857.jpg,dataset_3\7857.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8100.jpg,dataset_3\8100.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\3102.jpg,dataset_3\3102.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0801.jpg,dataset_3\0801.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8679.jpg,dataset_3\8679.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\3948.jpg,dataset_3\3948.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\5065.jpg,dataset_3\5065.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\5710.jpg,dataset_3\5710.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8303.jpg,dataset_3\8303.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8475.jpg,dataset_3\8475.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\4617.jpg,dataset_3\4617.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\4395.jpg,dataset_3\4395.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\1448.jpg,dataset_3\1448.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\7323.jpg,dataset_3\7323.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\7643.jpg,dataset_3\7643.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\4620.jpg,dataset_3\4620.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\4616.jpg,dataset_3\4616.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\9936.jpg,dataset_3\9936.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\4606.jpg,dataset_3\4606.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0301.jpg,dataset_3\0301.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\2133.jpg,dataset_3\2133.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\4558.jpg,dataset_3\4558.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8374.jpg,dataset_3\8374.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\9628.jpg,dataset_3\9628.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\1493.jpg,dataset_3\1493.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\1076.jpg,dataset_3\1076.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8134.jpg,dataset_3\8134.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\5099.jpg,dataset_3\5099.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\5559.jpg,dataset_3\5559.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\2144.jpg,dataset_3\2144.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\3965.jpg,dataset_3\3965.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\3956.jpg,dataset_3\3956.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8468.jpg,dataset_3\8468.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0907.jpg,dataset_3\0907.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0879.jpg,dataset_3\0879.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\4834.jpg,dataset_3\4834.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8089.jpg,dataset_3\8089.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0420.jpg,dataset_3\0420.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8335.jpg,dataset_3\8335.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\5324.jpg,dataset_3\5324.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\7808.jpg,dataset_3\7808.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\6926.jpg,dataset_3\6926.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0971.jpg,dataset_3\0971.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0199.jpg,dataset_3\0199.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\9003.jpg,dataset_3\9003.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0756.jpg,dataset_3\0756.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\5649.jpg,dataset_3\5649.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\6411.jpg,dataset_3\6411.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\3074.jpg,dataset_3\3074.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8191.jpg,dataset_3\8191.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0244.jpg,dataset_3\0244.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\2513.jpg,dataset_3\2513.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8098.jpg,dataset_3\8098.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\4345.jpg,dataset_3\4345.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8781.jpg,dataset_3\8781.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0331.jpg,dataset_3\0331.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\9637.jpg,dataset_3\9637.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\3756.jpg,dataset_3\3756.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8626.jpg,dataset_3\8626.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\2832.jpg,dataset_3\2832.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8342.jpg,dataset_3\8342.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8925.jpg,dataset_3\8925.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\1498.jpg,dataset_3\1498.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0999.jpg,dataset_3\0999.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\7990.jpg,dataset_3\7990.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\4506.jpg,dataset_3\4506.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\9424.jpg,dataset_3\9424.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\1604.jpg,dataset_3\1604.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\6334.jpg,dataset_3\6334.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\7886.jpg,dataset_3\7886.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\1656.jpg,dataset_3\1656.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\4132.jpg,dataset_3\4132.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\6473.jpg,dataset_3\6473.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\3940.jpg,dataset_3\3940.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8195.jpg,dataset_3\8195.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\1477.jpg,dataset_3\1477.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0466.jpg,dataset_3\0466.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\1919.jpg,dataset_3\1919.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\4813.jpg,dataset_3\4813.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\2374.jpg,dataset_3\2374.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\4429.jpg,dataset_3\4429.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\9762.jpg,dataset_3\9762.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\2984.jpg,dataset_3\2984.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0723.jpg,dataset_3\0723.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\1665.jpg,dataset_3\1665.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\3949.jpg,dataset_3\3949.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\9079.jpg,dataset_3\9079.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\7611.jpg,dataset_3\7611.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\9912.jpg,dataset_3\9912.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\1728.jpg,dataset_3\1728.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0300.jpg,dataset_3\0300.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\1774.jpg,dataset_3\1774.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\5452.jpg,dataset_3\5452.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\8315.jpg,dataset_3\8315.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\2574.jpg,dataset_3\2574.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\4878.jpg,dataset_3\4878.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\2145.jpg,dataset_3\2145.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\3274.jpg,dataset_3\3274.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\0295.jpg,dataset_3\0295.jpg,cat
C:\Users\furso\Desktop\pp-lab2\dataset_3\4408.jpg,dataset_3\4408.jpg,cat
